Company,Location_HQ,Industry,Laid_Off_Count,Percentage,Date,Source,Funds_Raised,Stage,Date_Added,Country,List_of_Employees_Laid_Off,,,,,
Notarize,Boston,Legal,110,0.25,6/15/2022 0:00,https://www.bizjournals.com/boston/news/2022/06/15/notarize-cuts-25-of-staff-in-latest-tech-layoff.html,213,Series D,6/16/2022 2:44,United States,Unknown,,,,,
Tonkean,SF Bay Area,Other,23,0.23,6/15/2022 0:00,https://www.themarker.com/technation/ty-article/.premium/00000181-6871-dedd-ab9f-e9ff49480000,83,Series B,6/15/2022 23:19,United States,Unknown,,,,,
JetClosing,Seattle,Real Estate,,1,6/15/2022 0:00,https://www.geekwire.com/2022/seattle-startup-jetclosing-which-launched-in-2016-to-digitize-home-closing-process-is-shutting-down/,44,Series B,08-02-2022 03:47,United States,Unknown,,,,,
Coinbase,SF Bay Area,Crypto,1100,0.18,6/14/2022 0:00,https://www.cnbc.com/2022/06/14/coinbase-lays-off-18percent-as-execs-prepare-for-recession-crypto-winter.html,549,Post-IPO,6/14/2022 14:26,United States,Unknown,,,,,
Redfin,Seattle,Real Estate,470,0.08,6/14/2022 0:00,https://www.streetinsider.com/dr/news.php?id=20212223&gfv=1,319,Post-IPO,6/14/2022 16:40,United States,Unknown,,,,,
Compass,New York City,Real Estate,450,0.1,6/14/2022 0:00,https://www.bloomberg.com/news/articles/2022-06-14/compass-to-cut-about-10-of-workforce-amid-us-housing-slowdown#xj4y7vzkg,1600,Post-IPO,6/14/2022 16:41,United States,Unknown,,,,,
TIFIN,Boulder,Crypto,24,0.1,6/14/2022 0:00,https://www.axios.com/pro/fintech-deals/2022/06/14/coinbases-layoffs-hiring-freeze,204,Series D,6/15/2022 14:46,United States,Unknown,,,,,
BlockFi,New York City,Crypto,250,0.2,6/13/2022 0:00,https://blockfi.com/a-message-from-our-founders,1000,Series E,6/13/2022 16:19,United States,Unknown,,,,,
Wave Sports and Entertainment,Los Angeles,Media,56,0.33,6/13/2022 0:00,https://dot.la/wave-sports-entertainment-layoffs-2657504206.html,65,Series B,6/16/2022 2:55,United States,Unknown,,,,,
Studio,SF Bay Area,Education,33,0.4,6/13/2022 0:00,Internal memo,50,Series B,6/14/2022 14:48,United States,Unknown,,,,,
Automox,Boulder,Infrastructure,,,6/13/2022 0:00,https://www.linkedin.com/posts/automox_today-due-to-the-broader-economic-climate-activity-6942147336605233152-S-xy/,152,Series C,6/14/2022 14:50,United States,Unknown,,,,,
Desktop Metal,Boston,Other,,0.12,6/13/2022 0:00,https://www.marketwatch.com/amp/story/desktop-metal-to-lay-off-about-12-of-workforce-271655121739,811,Post-IPO,6/13/2022 16:23,United States,Unknown,,,,,
Albert,Los Angeles,Finance,20,0.08,06-10-2022 00:00,https://dot.la/albert-fintech-layoffs-2657493613.html50,175,Series C,06-11-2022 16:05,United States,Unknown,,,,,
Keepe,Seattle,Real Estate,,,06-10-2022 00:00,https://www.geekwire.com/2022/home-repair-service-keepe-lays-off-staff-as-economic-uncertainty-spooks-startups/,6,Unknown,06-11-2022 03:57,United States,Unknown,,,,,
Liongard,Houston,Infrastructure,,,06-10-2022 00:00,https://www.crn.com/news/channel-programs/liongard-lays-off-employees-the-most-difficult-decision-,22,Series B,06-11-2022 04:05,United States,Unknown,,,,,
OneTrust,Atlanta,Security,950,0.25,06-09-2022 00:00,https://www.onetrust.com/blog/onetrust-organizational-update/,926,Series C,06-10-2022 04:14,United States,Unknown,,,,,
Stitch Fix,SF Bay Area,Retail,330,0.15,06-09-2022 00:00,https://www.cnbc.com/2022/06/09/stitch-fix-is-laying-off-15percent-of-its-salaried-employees-internal-memo-says.html,79,Post-IPO,06-09-2022 19:49,United States,Unknown,,,,,
Convoy,Seattle,Logistics,90,0.07,06-09-2022 00:00,https://www.geekwire.com/2022/convoy-which-just-raised-260m-lays-off-7-of-workforce-in-latest-tech-startup-cuts/,1100,Series E,06-10-2022 04:13,United States,Unknown,,,,,
Hologram,Chicago,Infrastructure,80,0.4,06-09-2022 00:00,LinkedIn,82,Series B,06-09-2022 15:24,United States,Unknown,,,,,
The Grommet,Boston,Retail,40,1,06-09-2022 00:00,https://www.bizjournals.com/boston/news/2022/06/09/the-grommet-layoffs-employees.html,5,Acquired,06-10-2022 18:59,United States,Unknown,,,,,
Preply,Boston,Education,26,0.05,06-09-2022 00:00,Internal memo,100,Series C,06-10-2022 04:21,United States,Unknown,,,,,
Jellysmack,New York City,Media,,0.08,06-09-2022 00:00,https://www.businessinsider.com/jellysmack-laid-off-employees-economic-slowdown-email-ceo-to-employees-2022-6,22,Series C,06-10-2022 04:26,United States,Unknown,,,,,
Starship,SF Bay Area,Transportation,,0.11,06-09-2022 00:00,https://www.starship.xyz/press_releases/starship-technologies-announces-internal-changes/,197,Series B,6/14/2022 14:54,United States,Unknown,,,,,
Sonder,SF Bay Area,Travel,250,0.21,06-08-2022 00:00,Internal memo,839,Post-IPO,06-09-2022 03:25,United States,Unknown,,,,,
Truepill,SF Bay Area,Healthcare,150,0.15,06-08-2022 00:00,https://medium.com/truepill-insights/a-message-from-truepill-ceo-sid-viswanathan-9973660e2d8,255,Series D,06-10-2022 04:24,United States,Unknown,,,,,
Bird,Los Angeles,Transportation,138,0.23,06-07-2022 00:00,Internal memo,783,Post-IPO,06-07-2022 16:49,United States,Unknown,,,,,
ID.me,Washington D.C.,Security,130,,06-07-2022 00:00,https://www.businessinsider.com/idme-identity-verification-irs-unemployment-facial-recognition-staff-layoffs-economy-2022-6,275,Unknown,06-08-2022 02:24,United States,Unknown,,,,,
KiwiCo,SF Bay Area,Retail,40,,06-07-2022 00:00,Internal memo,11,Unknown,6/17/2022 3:04,United States,Unknown,,,,,
Bond,SF Bay Area,Finance,,,06-07-2022 00:00,Internal memo,42,Series A,06-10-2022 04:29,United States,Unknown,,,,,
CyberCube,SF Bay Area,Finance,,,06-07-2022 00:00,Internal memo,35,Series B,6/19/2022 17:14,United States,Unknown,,,,,
Dutchie,Bend,Other,50,0.07,06-06-2022 00:00,https://www.geekwire.com/2022/dutchie-lays-off-7-of-workforce-citing-dramatic-market-shift-in-latest-cannabis-tech-company-cuts/,603,Series D,06-07-2022 00:40,United States,Unknown,,,,,
Deep Instinct,New York City,Security,,0.1,06-06-2022 00:00,https://news.crunchbase.com/job-market/cybersecurity-tech-layoffs-deep-instinct/,259,Series D,06-09-2022 03:18,United States,Unknown,,,,,
Sendoso,SF Bay Area,Marketing,,0.14,06-06-2022 00:00,https://www.businessinsider.com/layoffs-at-softbank-backed-gifting-startup-sendoso-2022-6,152,Series C,06-06-2022 20:57,United States,Unknown,,,,,
Superhuman,SF Bay Area,Consumer,23,0.22,06-03-2022 00:00,https://www.businessinsider.com/superhuman-email-startup-lays-off-22-percent-staff-2022-6,108,Series C,06-03-2022 21:55,United States,Unknown,,,,,
Food52,New York City,Food,21,0.15,06-03-2022 00:00,https://www.adweek.com/media/food52-lays-off-15-of-its-staff-in-a-second-round-of-cuts/,176,Acquired,06-07-2022 00:46,United States,Unknown,,,,,
Clubhouse,SF Bay Area,Consumer,,,06-03-2022 00:00,https://www.bloomberg.com/news/articles/2022-06-03/audio-app-clubhouse-lays-off-staff-as-strategy-shifts#xj4y7vzkg,110,Series C,06-04-2022 02:38,United States,Unknown,,,,,
Tesla,Austin,Transportation,,0.1,06-03-2022 00:00,https://www.cnbc.com/2022/06/03/heres-the-email-elon-musk-sent-all-tesla-employees-10percent-job-cuts.html,20200,Post-IPO,11-10-2022 00:54,United States,Unknown,,,,,
Carbon Health,SF Bay Area,Healthcare,250,0.08,06-02-2022 00:00,https://www.forbes.com/sites/katiejennings/2022/06/02/healthtech-unicorn-carbon-health-lays-off-250-employees/,522,Series D,06-02-2022 16:32,United States,Unknown,,,,,
PolicyGenius,New York City,Finance,170,0.25,06-02-2022 00:00,https://techcrunch.com/2022/06/02/insurtech-policygenius-cuts-25-of-staff-less-than-3-months-after-raising-125m/,286,Series E,06-02-2022 19:58,United States,Unknown,,,,,
Gemini,New York City,Crypto,100,0.1,06-02-2022 00:00,https://www.bloomberg.com/news/articles/2022-06-02/winklevoss-twins-gemini-slashes-staff-10-on-crypto-slump,423,Unknown,06-02-2022 16:45,United States,Unknown,,,,,
Stord,Atlanta,Logistics,59,0.08,06-02-2022 00:00,https://www.businessinsider.com/stord-layoffs-supply-chain-tech-startup-after-raising-120-million-2022-6,325,Series D,06-03-2022 17:55,United States,Unknown,,,,,
Gather,SF Bay Area,Consumer,30,0.33,06-02-2022 00:00,https://www.forbes.com/sites/kenrickcai/2022/07/08/gather-town-layoffs-virtual-office-startup-june-2022/?sh=2ca5ac9d4748,76,Series B,6/16/2022 2:47,United States,Unknown,,,,,
Shef,SF Bay Area,Food,29,,06-02-2022 00:00,Internal memo,28,Series A,06-03-2022 22:21,United States,Unknown,,,,,
IRL,SF Bay Area,Consumer,25,0.25,06-02-2022 00:00,https://techcrunch.com/2022/06/02/irl-layoffs-abraham-shafi-social-media/,197,Series C,06-02-2022 20:29,United States,Unknown,,,,,
Esme Learning,Boston,Education,,,06-02-2022 00:00,https://esmelearning.com/blogs/news/esmes-new-horizon,37,Unknown,06-02-2022 23:48,United States,Unknown,,,,,
Kaodim,Selangor,Consumer,,1,06-02-2022 00:00,"https://www.thestar.com.my/tech/tech-news/2022/06/02/malaysian-startup-kaodim-to-shut-down-on-july-1-cites-rising-costs-among-challenges#:~:text=Kaodim%20has%20announced%20that%20its,operational%20from%20July%201%2C%202022",17,Series B,06-11-2022 04:04,United States,Unknown,,,,,
Cybereason,Boston,Security,100,0.06,06-01-2022 00:00,https://www.calcalistech.com/ctechnews/article/s1zg60v005,750,Series F,06-01-2022 15:45,United States,Unknown,,,,,
Loom,SF Bay Area,Product,34,0.14,06-01-2022 00:00,https://techcrunch.com/2022/06/01/a16z-backed-loom-video-layoffs/,203,Series C,06-01-2022 23:34,United States,Unknown,,,,,
Skillshare,New York City,Education,31,,06-01-2022 00:00,Internal memo,136,Unknown,06-09-2022 19:53,United States,Unknown,,,,,
Eaze,SF Bay Area,Consumer,25,,06-01-2022 00:00,https://www.businessinsider.com/cannabis-tech-startup-eaze-laid-off-employees-2022-6,202,Series D,06-02-2022 21:37,United States,Unknown,,,,,
Side,SF Bay Area,Real Estate,,0.1,06-01-2022 00:00,https://www.inman.com/2022/06/01/side-lays-off-10-of-workforce-1-year-after-unicorn-valuation/,313,Unknown,06-01-2022 23:57,United States,Unknown,,,,,
Replicated,Los Angeles,Infrastructure,50,,5/31/2022 0:00,https://www.replicated.com/blog/a-message-from-replicateds-ceo/,85,Series C,06-01-2022 15:49,United States,Unknown,,,,,
Tomo,Stamford,Finance,44,0.33,5/31/2022 0:00,https://www.businessinsider.com/purchase-mortgage-company-tomo-lays-off-staff-housing-market-slows-2022-5,110,Series A,06-01-2022 00:56,United States,Unknown,,,,,
BookClub,Salt Lake City,Education,12,0.25,5/31/2022 0:00,Internal memo,26,Series A,06-06-2022 21:00,United States,Unknown,,,,,
Cerebral,SF Bay Area,Healthcare,,,5/31/2022 0:00,https://www.bloomberg.com/news/articles/2022-05-31/cerebral-announces-layoffs-amid-script-cutbacks-legal-probe#xj4y7vzkg,462,Series C,06-03-2022 21:00,United States,Unknown,,,,,
Tempus Ex,SF Bay Area,Data,,,5/30/2022 0:00,Internal memo,36,Unknown,6/16/2022 4:11,United States,Unknown,,,,,
Akerna,Denver,Logistics,,,5/27/2022 0:00,https://news.yahoo.com/akerna-announces-corporate-restructuring-213000829.html,46,Unknown,06-11-2022 04:00,United States,Unknown,,,,,
Terminus,Atlanta,Marketing,,,5/27/2022 0:00,https://www.bizjournals.com/atlanta/inno/stories/news/2022/05/27/terminus-atlanta-startup-layoffs.html,120,Series C,5/28/2022 0:16,United States,Unknown,,,,,
Lacework,SF Bay Area,Security,300,0.2,5/25/2022 0:00,https://twitter.com/GergelyOrosz/status/1529575067117658112,1900,Series D,5/25/2022 23:03,United States,Unknown,,,,,
Bolt,SF Bay Area,Finance,240,0.27,5/25/2022 0:00,https://www.forbes.com/sites/kenrickcai/2022/05/25/checkout-startup-bolt-lays-off-more-than-200-people-or-at-least-25-of-its-staff/?sh=1789cd092201,1300,Series E,5/25/2022 17:57,United States,Unknown,,,,,
PeerStreet,Los Angeles,Finance,75,,5/25/2022 0:00,Internal memo,121,Series C,5/28/2022 15:59,United States,Unknown,,,,,
Coterie Insurance,Cincinnati,Finance,30,0.2,5/25/2022 0:00,https://www.bizjournals.com/cincinnati/inno/stories/news/2022/05/27/cincinnati-tech-startup-coterie-cuts-downs.html,70,Series B,5/27/2022 3:49,United States,Unknown,,,,,
The Zebra,Austin,Finance,40,,5/24/2022 0:00,https://coverager.com/layoffs-at-the-zebra/,256,Series D,5/25/2022 3:33,United States,Unknown,,,,,
PayPal,SF Bay Area,Finance,83,,5/23/2022 0:00,https://www.bizjournals.com/sanjose/news/2022/05/23/paypal-lays-off-83-workers-from-san-jose-hq.html,216,Post-IPO,5/26/2022 3:02,United States,Unknown,,,,,
ClickUp,San Diego,Other,60,0.07,5/23/2022 0:00,https://www.protocol.com/bulletins/clickup-layoff-productivity-app,537,Series C,5/25/2022 3:21,United States,Unknown,,,,,
Airtime,New York City,Consumer,30,0.2,5/23/2022 0:00,Internal memo,33,Series B,8/17/2022 18:42,United States,Unknown,,,,,
Latch,New York City,Security,130,0.28,5/20/2022 0:00,https://www.globenewswire.com/news-release/2022/05/20/2447915/0/en/Latch-resets-cost-structure.html,342,Post-IPO,5/21/2022 21:28,United States,Unknown,,,,,
Outside,Boulder,Media,87,0.15,5/20/2022 0:00,https://www.adweek.com/media/outside-inc-lays-off-15-of-staff-as-it-transitions-to-digital/,174,Series B,5/22/2022 1:47,United States,Unknown,,,,,
Skillz,SF Bay Area,Consumer,70,0.1,5/20/2022 0:00,https://techcrunch.com/2022/05/20/startup-tech-layoff-may-week-3/,287,Post-IPO,5/21/2022 21:16,United States,Unknown,,,,,
Netflix,SF Bay Area,Media,150,0.01,5/17/2022 0:00,https://www.cnbc.com/2022/05/17/netflix-lays-off-150-employees-as-the-streaming-service-contends-with-big-subscriber-losses.html,121900,Post-IPO,5/17/2022 18:58,United States,Unknown,,,,,
Picsart,Miami,Consumer,90,0.08,5/17/2022 0:00,https://www.theinformation.com/articles/picsart-a-photo-editing-startup-for-creators-cuts-8-of-workforce,195,Series C,5/17/2022 22:26,United States,Unknown,,,,,
Zak,Sao Paulo,Food,100,0.4,5/16/2022 0:00,https://www.baguete.com.br/noticias/16/05/2022/zak-demite-40-da-equipe,29,Series A,5/17/2022 19:49,United States,Unknown,,,,,
Zulily,Seattle,Retail,,,5/16/2022 0:00,https://www.geekwire.com/2022/online-retailer-zulily-lays-off-corporate-workers-as-parent-qurate-aims-to-cut-expenses/,194,Acquired,5/17/2022 14:17,United States,Unknown,,,,,
Thirty Madison,New York City,Healthcare,24,,5/14/2022 0:00,https://usanewsweb.com/hybrid-clinic-thirty-madison-lays-off-24-folks-after-nurx-merger/,209,Acquired,5/16/2022 5:01,United States,Unknown,,,,,
CommonBond,New York City,Finance,22,,5/13/2022 0:00,https://www.linkedin.com/feed/update/urn:li:activity:6930967047673708544/,130,Series D,5/25/2022 20:55,United States,Unknown,,,,,
Subspace,Los Angeles,Infrastructure,,1,5/13/2022 0:00,https://www.linkedin.com/posts/subspace-com_we-regret-to-announce-that-effective-may-activity-6930952295824207873-2z25/,,Series B,5/17/2022 3:14,United States,Unknown,,,,,
Zwift,Los Angeles,Fitness,150,,05-12-2022 00:00,https://www.dcrainmaker.com/2022/05/zwift-cancels-smart-bike-hardware-plans-announces-significant-layoffs.html,619,Series C,05-12-2022 14:35,United States,Unknown,,,,,
Section4,New York City,Education,32,,05-12-2022 00:00,https://techcrunch.com/2022/05/12/professor-scott-galloways-edtech-startup-section-4-lay-offs/,37,Series A,05-12-2022 23:29,United States,Unknown,,,,,
Tripwire,Portland,Security,,,05-12-2022 00:00,https://www.oregonlive.com/silicon-forest/2022/05/tripwires-new-owner-lays-off-dozens-3-months-after-buying-portland-tech-company.html,29,Acquired,05-12-2022 18:35,United States,Unknown,,,,,
DataRobot,Boston,Data,70,0.07,05-11-2022 00:00,https://www.theinformation.com/briefings/ai-startup-datarobot-lays-off-7-in-cost-cutting-move,1000,Series G,05-11-2022 17:48,United States,Unknown,,,,,
Carvana,Phoenix,Transportation,2500,0.12,05-10-2022 00:00,https://techcrunch.com/2022/05/10/carvana-to-cut-2500-staff-as-it-struggles-with-overcapacity/,1600,Post-IPO,05-10-2022 15:35,United States,Unknown,,,,,
Doma,SF Bay Area,Finance,310,0.15,05-10-2022 00:00,https://www.housingwire.com/articles/doma-lays-off-15-of-work-force-as-q1-revenue-declines/,679,Post-IPO,05-12-2022 17:23,United States,Unknown,,,,,
Latch,New York City,Security,30,0.06,05-10-2022 00:00,https://techcrunch.com/2022/05/13/startup-tech-layoff-and-hiring-freeze-in-may/,342,Post-IPO,05-12-2022 01:19,United States,Unknown,,,,,
Vroom,New York City,Transportation,270,0.14,05-09-2022 00:00,https://www.marketwatch.com/amp/story/vroom-names-shortt-as-ceo-amid-business-realignment-shares-up-after-hours-271652132516,1300,Post-IPO,05-10-2022 02:49,United States,Unknown,,,,,
Reef,Miami,Transportation,750,0.05,05-06-2022 00:00,https://www.restaurantbusinessonline.com/technology/reef-lay-5-workforce,1500,Unknown,05-06-2022 21:36,United States,Unknown,,,,,
divvyDOSE,Davenport,Healthcare,62,,05-06-2022 00:00,https://qctimes.com/business/local/online-pharmacy-that-said-it-would-add-200-300-jobs-lays-off-62-davenport-workers/article_15603279-2b4e-5f43-b452-123c5fd3f7a9.html,0,Acquired,5/14/2022 1:17,United States,Unknown,,,,,
Mural,SF Bay Area,Product,90,0.1,05-05-2022 00:00,LinkedIn,192,Series C,05-06-2022 17:01,United States,Unknown,,,,,
On Deck,SF Bay Area,Education,72,0.25,05-05-2022 00:00,https://techcrunch.com/2022/05/05/on-deck-lay-off-accelerator/,20,Series A,05-05-2022 18:40,United States,Unknown,,,,,
Colossus,Boston,Energy,97,,05-04-2022 00:00,Company exec,41,Series A,05-12-2022 01:16,United States,Unknown,,,,,
Cameo,Chicago,Consumer,87,0.25,05-04-2022 00:00,https://www.theinformation.com/articles/cameo-a-celebrity-shoutout-app-lays-off-25-of-workforce,165,Unknown,05-04-2022 23:34,United States,Unknown,,,,,
Mainstreet,SF Bay Area,Finance,45,0.3,05-04-2022 00:00,https://www.businessinsider.com/mainstreet-lays-off-third-of-employees-market-conditions-2022-5,64,Series A,05-05-2022 14:43,United States,Unknown,,,,,
Ideoclick,Seattle,Retail,40,,05-04-2022 00:00,https://www.bizjournals.com/seattle/news/2022/05/04/ideoclick-discloses-40-layoffs.html,7,Series A,05-09-2022 01:57,United States,Unknown,,,,,
Vise,New York City,Finance,25,,05-04-2022 00:00,https://citywireusa.com/registered-investment-advisor/news/vise-lays-off-sales-staff-as-part-of-strategy-shift/a2386682,128,Series C,05-04-2022 23:38,United States,Unknown,,,,,
Thrasio,Boston,Retail,,,05-02-2022 00:00,https://techcrunch.com/2022/05/02/amazon-aggregator-thrasio-begins-layoffs-names-new-ceo/,3400,Unknown,05-02-2022 23:32,United States,Unknown,,,,,
Noom,New York City,Healthcare,495,,4/29/2022 0:00,https://www.engadget.com/noom-reported-layoffs-101346556.html,657,Series F,05-02-2022 23:56,United States,Unknown,,,,,
Domestika,SF Bay Area,Education,150,0.19,4/28/2022 0:00,https://www.epe.es/es/economia/20220428/domestika-tecnologica-despidos-ere-encubierto-13576187,130,Series D,7/25/2022 4:25,United States,Unknown,,,,,
Netflix,SF Bay Area,Media,25,,4/28/2022 0:00,https://www.thewrap.com/netflix-layoffs-tudum-site-marketing-department/,121900,Post-IPO,05-12-2022 01:21,United States,Unknown,,,,,
Wahoo Fitness,Atlanta,Fitness,50,,4/27/2022 0:00,https://road.cc/content/news/wahoo-buys-rgt-cyclingand-lays-50-staff-292273,,Unknown,6/19/2022 17:08,United States,Unknown,,,,,
Robinhood,SF Bay Area,Finance,340,0.09,4/26/2022 0:00,https://www.cnbc.com/2022/04/26/robinhood-cutting-about-9percent-of-full-time-employees.html,5600,Post-IPO,4/26/2022 20:57,United States,Unknown,,,,,
Clyde,New York City,Marketing,22,,4/25/2022 0:00,https://docs.google.com/spreadsheets/d/1jWyr1oko2FKvofXRRIgCu3tTKlNdnqXj7Qyr1oy-OAE/edit,58,Series B,05-11-2022 03:08,United States,Unknown,,,,,
Lemonade,New York City,Finance,52,,4/20/2022 0:00,https://coverager.com/layoffs-at-lemonade/,481,Post-IPO,5/28/2022 0:15,United States,Unknown,,,,,
Blend,SF Bay Area,Finance,200,0.1,4/19/2022 0:00,https://www.housingwire.com/articles/blend-lays-off-200-workers-as-mortgage-industry-sputters/,665,Post-IPO,4/20/2022 3:20,United States,Unknown,,,,,
Better.com,New York City,Real Estate,,,4/19/2022 0:00,https://techcrunch.com/2022/04/19/better-com-conducts-third-round-of-layoffs-in-five-months/,905,Unknown,4/19/2022 15:30,United States,Unknown,,,,,
Automox,Boulder,Infrastructure,,0.11,4/18/2022 0:00,https://www.linkedin.com/posts/automox_this-morning-we-shared-the-difficult-news-activity-6920062206382329856-qUd1/,152,Series C,05-09-2022 14:57,United States,Unknown,,,,,
Humble,SF Bay Area,Media,10,,4/15/2022 0:00,https://www.gamedeveloper.com/business/humble-lays-off-employees-in-ecommerce-restructuring,4,Acquired,6/14/2022 14:59,United States,Unknown,,,,,
Halcyon Health,New York City,Healthcare,,1,4/15/2022 0:00,https://www.axios.com/pro/health-tech-deals/2022/04/15/halcyon-health-shutters-amid-pandemic-troubles,2,Unknown,4/15/2022 22:57,United States,Unknown,,,,,
Ahead,SF Bay Area,Healthcare,44,1,4/14/2022 0:00,https://www.bloomberg.com/news/articles/2022-04-14/online-adhd-medication-startup-ahead-is-shutting-down?sref=yLCixKPR,9,Unknown,4/15/2022 22:56,United States,Unknown,,,,,
Truepill,SF Bay Area,Healthcare,,,4/14/2022 0:00,https://docs.google.com/spreadsheets/d/1csdEakKxSWWMfL5ZG_XqZL0oRBDPlKjBI1Hahe903P8/,255,Series D,05-11-2022 03:04,United States,Unknown,,,,,
Rad Power Bikes,Seattle,Transportation,100,0.14,04-12-2022 00:00,https://www.geekwire.com/2022/rad-power-bikes-lays-off-100-employees-about-14-of-staff-after-raising-304m-last-year/,329,Series D,05-05-2022 23:38,United States,Unknown,,,,,
Food52,New York City,Food,20,0.1,04-08-2022 00:00,https://www.businessinsider.com/food52-layoffs-employees-shocked-chernin-group-investment-2022-4,176,Acquired,05-07-2022 23:29,United States,Unknown,,,,,
Workrise,Austin,Energy,450,,04-05-2022 00:00,https://techcrunch.com/2022/04/05/workrise-cuts-staff-verticals-after-being-valued-at-2-9b-last-year/,752,Series E,3/25/2022 18:50,United States,Unknown,,,,,
Fast,SF Bay Area,Finance,,1,04-05-2022 00:00,https://www.theinformation.com/articles/fast-the-troubled-fintech-startup-is-shutting-down,124,Series B,04-05-2022 19:14,United States,Unknown,,,,,
Gopuff,Philadelphia,Food,450,0.03,3/29/2022 0:00,https://www.theinformation.com/articles/gopuff-plans-hundreds-of-layoffs-to-cut-40-million-in-costs,3400,Series H,3/30/2022 15:13,United States,Unknown,,,,,
Grove Collaborative,SF Bay Area,Retail,,0.17,3/19/2022 0:00,https://www.retaildive.com/news/grove-collaborative-is-on-the-cusp-of-going-public-heres-what-the-company/621069/,474,Series E,3/30/2022 15:13,United States,Unknown,,,,,
Curology,SF Bay Area,Healthcare,150,,3/16/2022 0:00,https://www.bizjournals.com/sanfrancisco/news/2022/03/16/curology-skincare-sf-layoffs-funding-dtc.html,19,Series D,3/18/2022 2:55,United States,Unknown,,,,,
Knock,New York City,Real Estate,115,0.46,3/15/2022 0:00,https://www.bloomberg.com/news/articles/2022-03-15/startup-knock-scraps-plans-to-go-public-lays-off-half-its-staff,654,Unknown,3/17/2022 15:04,United States,Unknown,,,,,
Talis Biomedical,SF Bay Area,Healthcare,,0.25,3/15/2022 0:00,https://www.fool.com/earnings/call-transcripts/2022/03/15/talis-biomedical-corporation-tlis-q4-2021-earnings/,8,Post-IPO,6/17/2022 16:26,United States,Unknown,,,,,
Sezzle,Minneapolis,Finance,,0.2,03-10-2022 00:00,https://www.protocol.com/fintech/sezzle-zip-layoffs,301,Acquired,03-11-2022 04:54,United States,Unknown,,,,,
Better.com,New York City,Real Estate,3000,0.33,03-08-2022 00:00,https://www.nytimes.com/2022/03/08/business/better-mortgage-lender-layoffs.html,905,Unknown,03-09-2022 00:46,United States,Unknown,,,,,
Adaptive Biotechnologies,Seattle,Healthcare,100,0.12,03-08-2022 00:00,https://www.geekwire.com/2022/adaptive-biotechnologies-lays-off-about-100-people-12-of-headcount-to-streamline-our-workforce/,406,Post-IPO,5/29/2022 17:59,United States,Unknown,,,,,
Hyperscience,New York City,Data,100,0.25,03-03-2022 00:00,https://www.theinformation.com/articles/automation-firm-hyperscience-slashes-staff-loses-ceo-as-startups-face-growing-pressure,289,Series E,03-04-2022 00:14,United States,Unknown,,,,,
Wish,SF Bay Area,Retail,190,0.15,03-01-2022 00:00,https://www.marketwatch.com/story/wish-stock-dives-as-holiday-sales-miss-layoffs-planned-11646170199,1600,Post-IPO,5/14/2022 1:20,United States,Unknown,,,,,
iFit,Logan,Fitness,,,2/25/2022 0:00,https://www.sltrib.com/news/business/2022/02/25/utahs-ifit-sweats-through/,200,Private Equity,11/22/2022 17:51,United States,Unknown,,,,,
Virgin Hyperloop,Los Angeles,Transportation,111,0.5,2/21/2022 0:00,https://www.ft.com/content/d87f77bd-0a0a-4512-b983-197f184f5352,368,Unknown,2/22/2022 15:59,United States,Unknown,,,,,
Homie,Salt Lake City,Real Estate,119,0.29,2/14/2022 0:00,https://www.deseret.com/utah/2022/2/14/22933350/utah-real-esate-homie-cuts-staff-amid-roiled-real-estate-market-record-home-prices-low-inventory,35,Series B,02-11-2022 21:07,United States,Unknown,,,,,
Hopin,London,Other,138,0.12,02-10-2022 00:00,https://techcrunch.com/2022/02/10/virtual-events-platform-hopin-cuts-12-of-staff-citing-goal-of-sustainable-growth/,1000,Series D,02-11-2022 01:18,United States,Unknown,,,,,
Daily Harvest,New York City,Food,60,0.2,02-10-2022 00:00,https://www.bloomberg.com/news/articles/2023-02-10/meal-startup-daily-harvest-layoffs-target-more-than-20-of-staff#xj4y7vzkg,120,Series D,02-10-2023 23:53,United States,Unknown,,,,,
Peloton,New York City,Fitness,2800,0.2,02-08-2022 00:00,https://techcrunch.com/2022/02/08/peloton-ceo-steps-down-as-the-company-cuts-2800-jobs/,1900,Post-IPO,02-08-2022 17:08,United States,Unknown,,,,,
Defined.ai,Seattle,Data,,,02-07-2022 00:00,https://www.bizjournals.com/seattle/inno/stories/news/2022/02/07/defined-ai-layoffs-missed-growth-targets.html,78,Series B,07-07-2022 15:43,United States,Unknown,,,,,
Rhino,New York City,Real Estate,57,0.2,02-03-2022 00:00,https://therealdeal.com/2022/02/03/proptech-startup-rhino-lays-off-over-20-of-its-staff/,133,Unknown,02-04-2022 23:08,United States,Unknown,,,,,
Gopuff,Philadelphia,Food,100,,1/26/2022 0:00,https://www.businessinsider.com/gopuff-eliminates-about-100-jobs-control-costs-before-potential-ipo-2022-1,3400,Series H,02-04-2022 16:58,United States,Unknown,,,,,
Glossier,New York City,Consumer,80,0.33,1/26/2022 0:00,https://techcrunch.com/2022/01/26/glossier-just-laid-off-one-third-of-its-corporate-employees-mostly-in-tech/,266,Series E,1/26/2022 21:48,United States,Unknown,,,,,
Root Insurance,Columbus,Finance,330,,1/20/2022 0:00,https://coverager.com/root-lays-off-a-significant-number-of-employees/,527,Post-IPO,1/23/2022 22:09,United States,Unknown,,,,,
